form_number,revision,title,statute,published,filename,size_bytes,status,pdf_url,detail_url
AOC-CR-278,,"Felony Speeding To Elude - Vehicle Seizure Order Of Forfeiture (For Offenses Committed Dec. 1, 2011 - Nov. 30, 2013)",20-141.5,"December 1, 2013","AOC-CR-278 - Felony Speeding To Elude - Vehicle Seizure Order Of Forfeiture (For Offenses Committed Dec. 1, 2011 - Nov. 30, 2013).pdf",669635,downloaded,https://www.nccourts.gov/assets/documents/forms/cr278-en.pdf?VersionId=I8ql0oienR6vL8l2JH1ydF1CjFoEQHG0,https://www.nccourts.gov/documents/forms/felony-speeding-to-elude-vehicle-seizure-order-of-forfeiture-for-offenses-committed-dec-1-2011-nov-30-2013
AOC-CR-277,,"Felony Speeding To Elude - Vehicle Seizure Owner's Petition For Release And Order Of Court (For Offenses Committed Dec. 1, 2011",20-141.5,"December 1, 2013",AOC-CR-277 - Felony Speeding To Elude - Vehicle Seizure Owner's Petition For Release And Order Of Court (For Offenses Committed Dec.pdf,700618,downloaded,https://www.nccourts.gov/assets/documents/forms/cr277-en.pdf?VersionId=oBt3wsIysUnrZ5jnjzeyKMk3CahRnKbI,https://www.nccourts.gov/documents/forms/felony-speeding-to-elude-vehicle-seizure-owners-petition-for-release-and-order-of-court-for-offenses-committed-dec-1-2011-nov-30-2013
AOC-CR-276,,Felony Speeding To Elude - Vehicle Seizure Lienholder's Petition for Release Of Motor Vehicle And Order Of Court (For Offenses C,20-141.5,"December 1, 2013",AOC-CR-276 - Felony Speeding To Elude - Vehicle Seizure Lienholder's Petition for Release Of Motor Vehicle And Order Of Court (For Of.pdf,667378,downloaded,https://www.nccourts.gov/assets/documents/forms/cr276-en.pdf?VersionId=GQi80LQd36L3gZtu.3ePrnC9et8E8yIx,https://www.nccourts.gov/documents/forms/felony-speeding-to-elude-vehicle-seizure-lienholders-petition-for-release-of-motor-vehicle-and-order-of-court-for-offenses-committed-dec-1-2011-nov-30-2013
AOC-CR-275,,Felony Speeding To Elude - Vehicle Seizure NonDefendant Owner's Petition For Pretrial Release As An Innocent Owner And Order of,20-141.5,"December 1, 2013",AOC-CR-275 - Felony Speeding To Elude - Vehicle Seizure NonDefendant Owner's Petition For Pretrial Release As An Innocent Owner And O.pdf,678399,downloaded,https://www.nccourts.gov/assets/documents/forms/cr275-en.pdf?VersionId=YsDja64j7pbsb8JwEda4ntScRIg1tb73,https://www.nccourts.gov/documents/forms/felony-speeding-to-elude-vehicle-seizure-nondefendant-owners-petition-for-pretrial-release-as-an-innocent-owner-and-order-of-clerk-for-offenses-committed-dec-1-2011-nov-30-2013
AOC-CR-273,,"Hướng Dẫn Cách Điền Đơn Kiến Nghị Và Lệnh Tòa Về Giấy Miễn Hình Phạt Dân Sự, Mẫu AOC-CR-273","15A-173.1,15A-173.2,15A-173.3,15A-173.4,15A-173.5,15A-173.6","June 1, 2012","AOC-CR-273 - Hướng Dẫn Cách Điền Đơn Kiến Nghị Và Lệnh Tòa Về Giấy Miễn Hình Phạt Dân Sự, Mẫu AOC-CR-273.pdf",327234,downloaded,https://www.nccourts.gov/assets/documents/forms/cr273_3.pdf?VersionId=2NfdTGHJO_22wWezt5aW2OgdfqoVTIdw,https://www.nccourts.gov/documents/forms/certificate-of-relief-petition-and-order-instructions-for-certificate-of-relief-petition-and-order
AOC-CR-334A,,Lienholder's Petition For Release Of Seized Motor Vehicle Notice Of Hearing/Waiver And Order - Impaired Driving,"20-28.2(d),20-28.2(f),20-28.3(e3)","December 1, 2013",AOC-CR-334A - Lienholder's Petition For Release Of Seized Motor Vehicle Notice Of HearingWaiver And Order - Impaired Driving.pdf,186772,downloaded,https://www.nccourts.gov/assets/documents/forms/cr334a.pdf?VersionId=R.Wv5v.WCUtX.UrqxFt2a_4gtQ3BZtWA,https://www.nccourts.gov/documents/forms/lienholders-petition-for-release-of-seized-motor-vehicle-notice-of-hearingwaiver-and-order-impaired-driving
AOC-CR-231,,Order For Expert Witness Fee In Criminal Cases At The Trial Level,"7A-300, 7A-314, 7A-343, 7A-454, 8C-702","March 1, 2015",AOC-CR-231 - Order For Expert Witness Fee In Criminal Cases At The Trial Level.pdf,371500,downloaded,https://www.nccourts.gov/assets/documents/forms/cr231.pdf?VersionId=XH2l8KoqZs8S9NrgZTjwxcwWiQEaHqcG,https://www.nccourts.gov/documents/forms/order-for-expert-witness-fee-in-criminal-cases-at-the-trial-level
AOC-CR-230,,Application For Expert Witness Fee In Criminal Cases At The Trial Level,"7A-300, 7A-314, 7A-343, 7A-454, 8C-702","March 1, 2017",AOC-CR-230 - Application For Expert Witness Fee In Criminal Cases At The Trial Level.pdf,180253,downloaded,https://www.nccourts.gov/assets/documents/forms/cr230-en.pdf?VersionId=j4Oeco.4isMWkndIazeKiZIbbDALLf1S,https://www.nccourts.gov/documents/forms/application-for-expert-witness-fee-in-criminal-cases-at-the-trial-level
AOC-CR-333A,,Defendant Owner's Petition For Release Of Seized Vehicle And Order - Impaired Driving,20-28.3(e2)(1),"December 1, 2013",AOC-CR-333A - Defendant Owner's Petition For Release Of Seized Vehicle And Order - Impaired Driving.pdf,252670,downloaded,https://www.nccourts.gov/assets/documents/forms/cr333a.pdf?VersionId=gasmlanVvOXn03zpPQok2EARnaUJwP95,https://www.nccourts.gov/documents/forms/defendant-owners-petition-for-release-of-seized-vehicle-and-order-impaired-driving
AOC-CR-600,,Các Tiền Án (Tiếp Theo),,"July 18, 2018",AOC-CR-600 - Các Tiền Án (Tiếp Theo).pdf,180519,downloaded,https://www.nccourts.gov/assets/documents/forms/cr600-continuation.pdf?VersionId=UjxjRHF4vstGYwIakwkHon9RcRo26r3X,https://www.nccourts.gov/documents/forms/worksheet-prior-record-level-continuation-page
AOC-CR-332A,,ORDEN SOBRE LA SOLICITUD DE ENTREGA AL DUEÑO DE VEHÍCULO MOTORIZADO INCAUTADO QUE NO ES ACUSADO - MANEJAR BAJO LOS EFECTOS DEL A,"20-28.2(e),20-28.3(e),20-28.3(e1)","December 1, 2013",AOC-CR-332A - ORDEN SOBRE LA SOLICITUD DE ENTREGA AL DUEÑO DE VEHÍCULO MOTORIZADO INCAUTADO QUE NO ES ACUSADO - MANEJAR BAJO LOS EFECT.pdf,199560,downloaded,https://www.nccourts.gov/assets/documents/forms/cr332a.pdf?VersionId=RJQ70V944X.4vDTdvLGJ81eeSUatvL2v,https://www.nccourts.gov/documents/forms/order-on-non-defendant-owners-petitionapplication-for-release-of-seized-motor-vehicle-impaired-driving
AOC-CR-922,,Lệnh Thả Trẻ Vị Thành Niên Trong Vụ Án Được Chuyển Lên Tòa Thượng Thẩm Để Xét Xử,"7B-2204,15A-533,15A-534","December 1, 2012",AOC-CR-922 - Lệnh Thả Trẻ Vị Thành Niên Trong Vụ Án Được Chuyển Lên Tòa Thượng Thẩm Để Xét Xử.pdf,267903,downloaded,https://www.nccourts.gov/assets/documents/forms/cr922_1.pdf?VersionId=SGs7fWOkDOH46ug1anRyWTjy3WiiKWsa,https://www.nccourts.gov/documents/forms/release-order-for-juvenile-transferred-to-superior-court-for-trial
AOC-CR-200,,Các Điều Kiện Để Được Tại Ngoại Và Lệnh Tha Tù,"Ch. 15A Art. 25, Ch.15A Art. 26","November 30, 2016",AOC-CR-200 - Các Điều Kiện Để Được Tại Ngoại Và Lệnh Tha Tù.pdf,278156,downloaded,https://www.nccourts.gov/assets/documents/forms/cr200_2.pdf?VersionId=wODU4eJO8zn5H96yFFe.G2hoISXUmjA2,https://www.nccourts.gov/documents/forms/conditions-of-release-and-release-order
AOC-CR-324A,,Prosecutor's Notice Of Forfeiture Hearing - Impaired Driving,20-28.3(c),"December 1, 2013",AOC-CR-324A - Prosecutor's Notice Of Forfeiture Hearing - Impaired Driving.pdf,912849,downloaded,https://www.nccourts.gov/assets/documents/forms/cr324a-en.pdf?VersionId=KMINhK0dXe62QqeJ7LWpwhBci30e.P_u,https://www.nccourts.gov/documents/forms/prosecutors-notice-of-forfeiture-hearing-impaired-driving
AOC-CR-381,,Criminal Bill Of Costs (Superior),,"August 1, 2017",AOC-CR-381 - Criminal Bill Of Costs (Superior).pdf,233314,downloaded,https://www.nccourts.gov/assets/documents/forms/cr381_1.pdf?VersionId=pdEKBW0.vwphkoajS27duIqgfx5qMT3k,https://www.nccourts.gov/documents/forms/criminal-bill-of-costs
AOC-CR-265,,Petition And Order Of Expunction Under G.S. 15A-149 (Pardon Of Innocence),"15A-149,15A-150","December 1, 2017",AOC-CR-265 - Petition And Order Of Expunction Under G.S. 15A-149 (Pardon Of Innocence).pdf,234449,downloaded,https://www.nccourts.gov/assets/documents/forms/cr265_2.pdf?VersionId=.ljs3fdthnWN8BKIb7urmlqOWfSt_P6h,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-149-pardon-of-innocence
AOC-CR-263,,Petition And Order Of Expunction Under G.S. 15A-147(a) (Identity Theft),"15A-147, 15A-150","December 1, 2017",AOC-CR-263 - Petition And Order Of Expunction Under G.S. 15A-147(a) (Identity Theft).pdf,253660,downloaded,https://www.nccourts.gov/assets/documents/forms/cr263_2.pdf?VersionId=EDxGHYSZb_B8r0C5wKHrQUThpDVK_vHW,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-147a-identity-theft
AOC-CR-269,,Instructions For Petition And Order Of Expunction Under G.S. 15A-145.1 (Gang Offenses),"15A-145.1,15A-150","December 1, 2017",AOC-CR-269 - Instructions For Petition And Order Of Expunction Under G.S. 15A-145.1 (Gang Offenses).pdf,300635,downloaded,https://www.nccourts.gov/assets/documents/forms/cr269_5.pdf?VersionId=3yfmpJX3zuyc.gAyJTRIMOjPM0Du1j.o,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-1451-gang-offenses-instructions-for-petition-and-order-of-expunction-under-gs-15a-1451-gang-offenses
AOC-CR-425,,Capital Case Fee Application Order For Payment Judgment Against Indigent,"7A Art. 36,7A Art. 37,15A","November 1, 2014",AOC-CR-425 - Capital Case Fee Application Order For Payment Judgment Against Indigent.pdf,514958,downloaded,https://www.nccourts.gov/assets/documents/forms/cr425%2010-29-2024%200845hrs.pdf?VersionId=cOaP_r6J5DTuWS10pTMcGKUT5nAEp3zs,https://www.nccourts.gov/documents/forms/capital-case-fee-application-order-for-payment-judgment-against-indigent
AOC-CR-225,,Đơn Yêu Cầu Thanh Toán Phí Luật Sư Cho Vụ Án Hình Sự Sơ Thẩm Không Phạt Tử Hình Lệnh Thanh Toán Phán Quyết Yêu Cầu Người Nghèo T,"Ch. 7A Art. 36, 122C-268(d), 122C-286(d)","September 1, 2015",AOC-CR-225 - Đơn Yêu Cầu Thanh Toán Phí Luật Sư Cho Vụ Án Hình Sự Sơ Thẩm Không Phạt Tử Hình Lệnh Thanh Toán Phán Quyết Yêu Cầu Người.pdf,569118,downloaded,https://www.nccourts.gov/assets/documents/forms/cr225_1.pdf?VersionId=BLHgLUCF3j3Nz3JJP5IuOXyixsx3xiYr,https://www.nccourts.gov/documents/forms/non-capital-criminal-case-trial-level-fee-application-order-for-payment-judgment-against-indigent
AOC-CR-320,,Judgment Modifying Time Periods Of Probation After Termination Of Appeal,"15A-1431,15A-1443,15A-1450","December 1, 2006",AOC-CR-320 - Judgment Modifying Time Periods Of Probation After Termination Of Appeal.pdf,70917,downloaded,https://www.nccourts.gov/assets/documents/forms/cr320-en.pdf?VersionId=vwI8_2XlEhvRkAI1gVJxCnQIIBYd9bRf,https://www.nccourts.gov/documents/forms/judgment-modifying-time-periods-of-probation-after-termination-of-appeal
AOC-CR-300A,,Phần Trả Lời Cáo Trạng Phụ Lục,,"July 18, 2018",AOC-CR-300A - Phần Trả Lời Cáo Trạng Phụ Lục.pdf,108727,downloaded,https://www.nccourts.gov/assets/documents/forms/cr300a_0.pdf?VersionId=3fTPRaIy6KtIbm3eSyLTv0Oy4LDLvRZG,https://www.nccourts.gov/documents/forms/transcript-of-plea-addendum
AOC-CR-612A,,Restitution Update Worksheet Addendum (Revocation Or Termination Of Probation),15A-1340.38,"March 1, 2010",AOC-CR-612A - Restitution Update Worksheet Addendum (Revocation Or Termination Of Probation).pdf,718571,downloaded,https://www.nccourts.gov/assets/documents/forms/cr612a-en.pdf?VersionId=hnP8IgZ78QtIuipwHDmzOrWR0ACWKKnI,https://www.nccourts.gov/documents/forms/restitution-update-worksheet-addendum-revocation-or-termination-of-probation
AOC-CR-611A,,Phụ Lục Của Bảng Tình Tiền Bồi Thường (Tuyên Án Lần Đầu),"15A-1340.34,15A-1340.35,15A-1340.36,15A-1340.37,15A-1340.38,15A-1343(d)","March 1, 2017",AOC-CR-611A - Phụ Lục Của Bảng Tình Tiền Bồi Thường (Tuyên Án Lần Đầu).pdf,272712,downloaded,https://www.nccourts.gov/assets/documents/forms/cr611a.pdf?VersionId=vCNITwbhY2sfmVax4jIOnZKaNxAJV81C,https://www.nccourts.gov/documents/forms/restitution-worksheet-addendum-initial-sentencing
AOC-CR-382,,Certification Of Identity (Victims' Restitution); Certification Of Identity (Witness Attendance),,"March 1, 2015",AOC-CR-382 - Certification Of Identity (Victims' Restitution); Certification Of Identity (Witness Attendance).pdf,972414,downloaded,https://www.nccourts.gov/assets/documents/forms/cr382-en.pdf?VersionId=094kyo.vY6dQXK9MsGr6xqZT8dIHBtNs,https://www.nccourts.gov/documents/forms/certification-of-identity-victims-restitution-certification-of-identity-witness-attendance
AOC-CR-344,,Notice Of Intent To Use Chemical Analyst's Affidavit - Breath; Notice Of Intent To Use Chemical Analyst's Affidavit And Chain Of,"20-139.1(e1),20-139.1(e2)","October 1, 2016",AOC-CR-344 - Notice Of Intent To Use Chemical Analyst's Affidavit - Breath; Notice Of Intent To Use Chemical Analyst's Affidavit And.pdf,1077005,downloaded,https://www.nccourts.gov/assets/documents/forms/cr344-en.pdf?VersionId=z6CbfYEQcn9zKzWX9QJT4yPVRUZ.8t5H,https://www.nccourts.gov/documents/forms/notice-of-intent-to-use-chemical-analysts-affidavit-breath-notice-of-intent-to-use-chemical-analysts-affidavit-and-chain-of-custody-statement-blood-or-urine
AOC-CR-268,,Instructions For Petition And Order Of Expunction Under G.S. 15A-145.3 (Toxic Vapors/Drug Paraphernalia),"15A-145.3,15A-150","December 1, 2017",AOC-CR-268 - Instructions For Petition And Order Of Expunction Under G.S. 15A-145.3 (Toxic VaporsDrug Paraphernalia).pdf,287595,downloaded,https://www.nccourts.gov/assets/documents/forms/cr268_5.pdf?VersionId=CZQxEDpyxZDvrvuNk97u3yot6Fg3...H,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-1453-toxic-vaporsdrug-paraphernalia-instructions-for-petition-and-order-of-expunction-under-gs-15a-1453-toxic-vaporsdrug-paraphernalia
AOC-CR-213,,Bond Forfeiture Notice,"15A-544.3, 15A-544.4, 15A-544.5","September 30, 2018",AOC-CR-213 - Bond Forfeiture Notice.pdf,271421,downloaded,https://www.nccourts.gov/assets/documents/forms/cr213_2.pdf?VersionId=ZsfGR1A7UK4iFnecOrlmy6FCkeyKy8BY,https://www.nccourts.gov/documents/forms/bond-forfeiture-notice
AOC-CR-318,,Limited Driving Privilege Felony Conviction,"15A-1331.1,20-15.1,20-179.3","October 1, 2015",AOC-CR-318 - Limited Driving Privilege Felony Conviction.pdf,147318,downloaded,https://www.nccourts.gov/assets/documents/forms/cr318.pdf?VersionId=aVLSgQKOFPSYEkEzeEULu3UVWt5PnIIw,https://www.nccourts.gov/documents/forms/limited-driving-privilege-felony-conviction
AOC-CR-600A,,Bảng Tính Mức Hồ Sơ Tiền Án Khi Tuyên Án Tội Đại Hình Và Mức Tái Phạm Khi Tuyên Án Tội Tiểu Hình (Tuyên Án Theo Khung Phạt) (Dùn,"15A-1340.14,15A-1340.21","July 18, 2018",AOC-CR-600A - Bảng Tính Mức Hồ Sơ Tiền Án Khi Tuyên Án Tội Đại Hình Và Mức Tái Phạm Khi Tuyên Án Tội Tiểu Hình (Tuyên Án Theo Khung Ph.pdf,302187,downloaded,https://www.nccourts.gov/assets/documents/forms/cr600a_0.pdf?VersionId=2jloLjZtpEDrK0o88Tg4fMrEaKr6oBIs,https://www.nccourts.gov/documents/forms/worksheet-prior-record-level-for-felony-sentencing-and-prior-conviction-level-for-misdemeanor-sentencing-structured-sentencing-for-offenses-committed-before-dec-1-2009
AOC-CR-272,,Giam Giữ Người Bị Bắt Vì Phạm Tội Đại Hình Trong Thời Gian Quản Chế; Giam Giữ Bị Cáo Đang Chờ Xử Tội Đại Hình Hoặc Có Tiền Án Ph,15A-534(d2),"March 1, 2010",AOC-CR-272 - Giam Giữ Người Bị Bắt Vì Phạm Tội Đại Hình Trong Thời Gian Quản Chế; Giam Giữ Bị Cáo Đang Chờ Xử Tội Đại Hình Hoặc Có Ti.pdf,102526,downloaded,https://www.nccourts.gov/assets/documents/forms/cr272ff%209-5-2024.pdf?VersionId=ttElzLGYWwdeTBVn3jHB8EoIZwS9eP4v,https://www.nccourts.gov/documents/forms/detention-of-probationer-arrested-for-felony-detention-of-defendant-arrested-for-probation-violation-with-pending-felony-or-prior-sex-offense
AOC-CR-620,12/11,Lệnh Cấm Tiếp Xúc Dài Hạn Dành Cho Người Bị Kết Án Phạm Tội Tình Dục (Dùng Cho Các Tội Vi Phạm Vào Hoặc Sau Ngày 1 Tháng Mười Ha,15A-1340.50,"December 1, 2011",AOC-CR-620 - Lệnh Cấm Tiếp Xúc Dài Hạn Dành Cho Người Bị Kết Án Phạm Tội Tình Dục (Dùng Cho Các Tội Vi Phạm Vào Hoặc Sau Ngày 1 Tháng.pdf,203111,downloaded,https://www.nccourts.gov/assets/documents/forms/cr620.pdf?VersionId=pcQpy38Bj2OmTSTO2BPMTt53u0sMtsx5,https://www.nccourts.gov/documents/forms/convicted-sex-offender-permanent-no-contact-order-for-offenses-committed-dec-1-2009-nov-30-2025
AOC-CR-315,,Judgment And Commitment Upon Revocation Of Probation (Or Election To Serve Sentence),"15A-1341(c),15A-1344,15A-1345","February 1, 2014",AOC-CR-315 - Judgment And Commitment Upon Revocation Of Probation (Or Election To Serve Sentence).pdf,334729,downloaded,https://www.nccourts.gov/assets/documents/forms/cr315_0.pdf?VersionId=4L2EJUybHiG3PDvYm7CauAsxGlgGxoKz,https://www.nccourts.gov/documents/forms/judgment-and-commitment-upon-revocation-of-probation-or-election-to-serve-sentence
AOC-CR-123,,BẢN CÁO TRẠNG,15A-644,"January 1, 2013",AOC-CR-123 - BẢN CÁO TRẠNG.pdf,197048,downloaded,https://www.nccourts.gov/assets/documents/forms/cr123_1.pdf?VersionId=KcV_gQul9OtwTZNmCJCxi257GOYcwUGu,https://www.nccourts.gov/documents/forms/information
AOC-CR-120,,BẢN CÁO TRẠNG TIỂU HÌNH,15A-922,"April 19, 2018",AOC-CR-120 - BẢN CÁO TRẠNG TIỂU HÌNH.pdf,170639,downloaded,https://www.nccourts.gov/assets/documents/forms/cr120_0.pdf?VersionId=tN2CctYVVXCIU8d9c6IQXYVRdgu.CgyQ,https://www.nccourts.gov/documents/forms/misdemeanor-statement-of-charges
AOC-CR-261,,Thông Báo Về Yêu Cầu Đăng Ký Vào Danh Sách Những Người Phạm Tội Tình Dục (Khi Bị Cáo Không Phải Nhận Án Tù),"14-208.7, 14-208.8, 14-208.21, 14-208.22","July 1, 2017",AOC-CR-261 - Thông Báo Về Yêu Cầu Đăng Ký Vào Danh Sách Những Người Phạm Tội Tình Dục (Khi Bị Cáo Không Phải Nhận Án Tù).pdf,278949,downloaded,https://www.nccourts.gov/assets/documents/forms/cr261_3.pdf?VersionId=Ypv59cT8EDQaYjgTXbXZkpuQ5RF.pZiy,https://www.nccourts.gov/documents/forms/notification-of-requirement-to-register-as-sex-offender-when-defendant-does-not-receive-active-term-of-imprisonment
AOC-CR-343,1/23,"Impaired Driving Judgment And Commitment Upon Revocation Of Probation (For Offenses Committed Before Dec. 1, 2025)","15A-1344,15A-1345","December 1, 2015","AOC-CR-343 - Impaired Driving Judgment And Commitment Upon Revocation Of Probation (For Offenses Committed Before Dec. 1, 2025).pdf",303717,downloaded,https://www.nccourts.gov/assets/documents/forms/cr343_1.pdf?VersionId=0LffOcinP2qQcDTOGGxkFBYsaL39vrXx,https://www.nccourts.gov/documents/forms/impaired-driving-judgment-and-commitment-upon-revocation-of-probation-for-offenses-committed-before-dec-1-2025
AOC-CR-321B,,Lệnh Chuyển Lại Tòa Cấp Dưới Vụ Án Không Liên Quan Đến Luật Về Sự Ưng Thuận Mặc Nhiên (Dùng Cho Các Đơn Kháng Cáo Được Nộp Vào H,15A-1431(h),"March 1, 2016",AOC-CR-321B - Lệnh Chuyển Lại Tòa Cấp Dưới Vụ Án Không Liên Quan Đến Luật Về Sự Ưng Thuận Mặc Nhiên (Dùng Cho Các Đơn Kháng Cáo Được N.pdf,150883,downloaded,https://www.nccourts.gov/assets/documents/forms/cr321b-en.pdf?VersionId=9L.Ea6pGtOe4RIa73qzpN_Ya9uGZF3bG,https://www.nccourts.gov/documents/forms/order-of-remand-in-non-implied-consent-offense-cases-for-appeals-filed-on-or-after-dec-1-2015-withdrawal-of-appeal-order-of-remand-implied-consent-offenses-for-appeals-filed-on-or-after-dec-1-2015
AOC-CR-616,,Judicial Findings And Order As To Satellite-Based Monitoring When There Has Been No Prior Determination,"14-208.40A,14-208.40B","December 1, 2015",AOC-CR-616 - Judicial Findings And Order As To Satellite-Based Monitoring When There Has Been No Prior Determination.pdf,249023,downloaded,https://www.nccourts.gov/assets/documents/forms/cr616_2.pdf?VersionId=ID.bbIq0.6AOK9QbDR0ctmzQ68d9D14T,https://www.nccourts.gov/documents/forms/judicial-findings-and-order-as-to-satellite-based-monitoring-when-there-has-been-no-prior-determination
AOC-CR-618,,Additional Findings,,"December 1, 2008",AOC-CR-618 - Additional Findings.pdf,29034,downloaded,https://www.nccourts.gov/assets/documents/forms/cr618-en.pdf?VersionId=U6__9rPG8uc6W7Ha1Ea43hduDccbGYu3,https://www.nccourts.gov/documents/forms/additional-findings
AOC-CR-615,,Các Xác Nhận Và Lệnh Của Tòa Án Về Người Phạm Tội Tình Dục - Bản Án Tù; Các Xác Nhận Và Lệnh Của Tòa Án Về Người Phạm Tội Tình D,"Ch.14, Art. 27A","March 1, 2017",AOC-CR-615 - Các Xác Nhận Và Lệnh Của Tòa Án Về Người Phạm Tội Tình Dục - Bản Án Tù; Các Xác Nhận Và Lệnh Của Tòa Án Về Người Phạm Tộ.pdf,290442,downloaded,https://www.nccourts.gov/assets/documents/forms/cr615_3.pdf?VersionId=I8PeiRwYfnalEph2TVaBcVFr5o0hxxOh,https://www.nccourts.gov/documents/forms/judicial-findings-and-order-for-sex-offenders-active-punishment-judicial-findings-and-order-for-sex-offenders-suspended-sentence
AOC-CR-609,,Lệnh Về Việc Xử Lý Vi Phạm Quản Chế Hoặc Về Kiến Nghị Sửa Đổi Quản Chế (Đối Với Tất Cả Các Trường Hợp Sửa Đổi Vào Hoặc Sau Ngày,"15A-1344,15A-1345","December 1, 2017",AOC-CR-609 - Lệnh Về Việc Xử Lý Vi Phạm Quản Chế Hoặc Về Kiến Nghị Sửa Đổi Quản Chế (Đối Với Tất Cả Các Trường Hợp Sửa Đổi Vào Hoặc S.pdf,525051,downloaded,https://www.nccourts.gov/assets/documents/forms/cr609_1.pdf?VersionId=8UpfehqWOhFS5JFzsnoddTEYDSLgxLgU,https://www.nccourts.gov/documents/forms/order-on-violation-of-probation-or-on-motion-to-modify-for-all-modifications-on-or-after-dec-1-2011
AOC-CR-312,,Đặc Quyền Lái Xe Có Giới Hạn Cho Người Lái Xe Trong Tình Trạng Không Tỉnh Táo Hoặc Trong Khi Có Chai Lọ Mở Trong Xe Hoặc Cho Vị,"20-17.3,20-179.3,20-138.3(d),20-138.7(h)","October 1, 2015",AOC-CR-312 - Đặc Quyền Lái Xe Có Giới Hạn Cho Người Lái Xe Trong Tình Trạng Không Tỉnh Táo Hoặc Trong Khi Có Chai Lọ Mở Trong Xe Hoặc.pdf,214198,downloaded,https://www.nccourts.gov/assets/documents/forms/cr312.pdf?VersionId=vFkXe68.CAK1v1LdGZKw1txHDLTMklKV,https://www.nccourts.gov/documents/forms/limited-driving-privilege-impaired-driving-or-open-container-or-underage-alcohol-violation-nc-convictions-only
AOC-CR-608,1/23,Phán Quyết Và Lệnh Giam Tù Sau Khi Hủy Bỏ Lệnh Quản Chế - Tội Tiểu Hình (Tuyên Án Theo Khung Phạt) (Dành Cho Các Phiên Tòa Hủy B,"15A-1344,15A-1345","December 1, 2015",AOC-CR-608 - Phán Quyết Và Lệnh Giam Tù Sau Khi Hủy Bỏ Lệnh Quản Chế - Tội Tiểu Hình (Tuyên Án Theo Khung Phạt) (Dành Cho Các Phiên T.pdf,379316,downloaded,https://www.nccourts.gov/assets/documents/forms/cr608_1.pdf?VersionId=wLMtFojZge4vgEUgdrGkKXcU.wwzWtYC,https://www.nccourts.gov/documents/forms/judgment-and-commitment-upon-revocation-of-probation-misdemeanor-structured-sentencing-for-offenses-committed-before-dec-1-2025
AOC-CR-607,1/23,"Judgment And Commitment Upon Revocation Of Probation - Felony (Structured Sentencing) (For Offenses Committed Before Dec. 1, 202","15A-1344,15A-1345","December 1, 2013",AOC-CR-607 - Judgment And Commitment Upon Revocation Of Probation - Felony (Structured Sentencing) (For Offenses Committed Before Dec.pdf,379256,downloaded,https://www.nccourts.gov/assets/documents/forms/cr607_0.pdf?VersionId=y99b.EouuV9zJm46aBxJMByzwYpmFCWp,https://www.nccourts.gov/documents/forms/judgment-and-commitment-upon-revocation-of-probation-felony-structured-sentencing-for-offenses-committed-before-dec-1-2025
AOC-CR-605,,Felony Judgment Findings Of Aggravating And Mitigating Factors (Structured Sentencing),15A-1340.16,"December 1, 2017",AOC-CR-605 - Felony Judgment Findings Of Aggravating And Mitigating Factors (Structured Sentencing).pdf,324834,downloaded,https://www.nccourts.gov/assets/documents/forms/cr605_2.pdf?VersionId=ecnDpiQ0IB3YAJKAKSmd.DRIYGSXoeZA,https://www.nccourts.gov/documents/forms/felony-judgment-findings-of-aggravating-and-mitigating-factors-structured-sentencing
AOC-CR-602,1/23,Phán Quyết Và Lệnh Giam Tù - Tội Tiểu Hình Bản Án Tù (Tuyên Án Theo Khung Phạt) (Đối Với Các Tội Kết Án Vào Hoặc Sau Ngày 1 Thán,"15A-1301,15A-1340.20","December 1, 2017",AOC-CR-602 - Phán Quyết Và Lệnh Giam Tù - Tội Tiểu Hình Bản Án Tù (Tuyên Án Theo Khung Phạt) (Đối Với Các Tội Kết Án Vào Hoặc Sau Ngà.pdf,386919,downloaded,https://www.nccourts.gov/assets/documents/forms/cr602_0.pdf?VersionId=Bz83SSOYJYHfZ3Dilc_I_fgvFjY_du5v,https://www.nccourts.gov/documents/forms/judgment-and-commitment-misdemeanor-active-punishment-structured-sentencing-for-offenses-committed-before-dec-1-2025
AOC-CR-601,12/23,Phán Quyết Và Lệnh Giam Tù Bản Án Tù - Tội Đại Hình (Tuyên Án Theo Khung Phạt) (Đối Với Các Tội Kết Án Vào Hoặc Sau Ngày 1 Thán,"15A-1301,15A-1340.13","December 1, 2017",AOC-CR-601 - Phán Quyết Và Lệnh Giam Tù Bản Án Tù - Tội Đại Hình (Tuyên Án Theo Khung Phạt) (Đối Với Các Tội Kết Án Vào Hoặc Sau Ngày.pdf,424384,downloaded,https://www.nccourts.gov/assets/documents/forms/cr601_2.pdf?VersionId=AZVz5loyMN8FQUMmGg3Ps.va3zv8XToV,https://www.nccourts.gov/documents/forms/judgment-and-commitment-active-punishment-felony-structured-sentencing-for-offenses-committed-before-dec-1-2025
